,Player1,Player2,Outcome
635,Viktor Troicki,Philipp Kohlschreiber,1
636,Andreas Seppi,Guillermo Garcia Lopez,1
637,Rafael Nadal,Viktor Troicki,1
638,Sam Querrey,Ivo Karlovic,1
639,Kei Nishikori,David Ferrer,1
640,Novak Djokovic,Marin Cilic,1
641,Rafael Nadal,Sam Querrey,1
642,Andy Murray,Stan Wawrinka,1
643,Roger Federer,Gilles Muller,1
644,Andy Murray,Rafael Nadal,1
645,Roger Federer,Novak Djokovic,1
646,Roger Federer,Andy Murray,1
647,Andy Murray,Viktor Troicki,1
648,Mikhail Kukushkin,Marin Cilic,1
649,Mischa Zverev,Mikhail Youzhny,1
650,Andy Murray,Fernando Verdasco,1
651,Guillermo Garcia Lopez,Steve Darcis,1
652,Fernando Verdasco,Mischa Zverev,1
653,David Ferrer,Fernando Verdasco,1
654,Denis Istomin,Lukas Lacko,1
655,Stan Wawrinka,Julien Benneteau,1
656,Rafael Nadal,Viktor Troicki,1
657,Richard Gasquet,Feliciano Lopez,1
658,Mikhail Youzhny,Andreas Seppi,1
659,Ivo Karlovic,Dudi Sela,1
660,Novak Djokovic,Sam Querrey,1
661,Mikhail Youzhny,Ivo Karlovic,1
662,Rafael Nadal,Gilles Simon,1
663,Roger Federer,Tomas Berdych,1
664,Novak Djokovic,David Ferrer,1
665,Novak Djokovic,Roger Federer,1
666,Novak Djokovic,Gilles Simon,1
667,Gilles Simon,Roger Federer,1
668,Andy Murray,Gilles Simon,1
669,Andy Murray,Roger Federer,1
670,Philipp Kohlschreiber,David Ferrer,1
671,David Ferrer,Mikhail Youzhny,1
672,Ryan Harrison,Pablo Cuevas,1
673,Andreas Seppi,Dudi Sela,1
674,Gilles Simon,Donald Young,1
675,Gael Monfils,Julien Benneteau,1
676,Ivo Karlovic,Sam Querrey,1
677,Ivo Karlovic,Andreas Seppi,1
678,Fernando Verdasco,Gilles Simon,1
679,Ivo Karlovic,Gael Monfils,1
680,Fernando Verdasco,Marin Cilic,1
681,Ivo Karlovic,Fernando Verdasco,1
682,Dudi Sela,David Ferrer,1
683,Richard Gasquet,Yen Hsun Lu,1
684,Guillermo Garcia Lopez,Mischa Zverev,1
685,Marin Cilic,Viktor Troicki,1
686,Rafael Nadal,Guillermo Garcia Lopez,1
687,Marin Cilic,Robin Haase,1
688,Mikhail Youzhny,Marin Cilic,1
689,Mikhail Youzhny,Rafael Nadal,1
690,Yen Hsun Lu,Andy Murray,1
691,Tomas Berdych,Andreas Seppi,1
692,Roger Federer,Tomas Berdych,1
693,Novak Djokovic,Mikhail Youzhny,1
694,Novak Djokovic,Gael Monfils,1
695,Rafael Nadal,Novak Djokovic,1
696,Andreas Seppi,Marin Cilic,1
697,David Ferrer,Philipp Kohlschreiber,1
698,Rafael Nadal,Sam Querrey,1
699,Feliciano Lopez,Sam Querrey,1
700,Stan Wawrinka,Steve Darcis,1
701,Viktor Troicki,Lukas Lacko,1
702,Mischa Zverev,Viktor Troicki,1
703,Tomas Berdych,Guillermo Garcia Lopez,1
704,Ivo Karlovic,Julien Benneteau,1
705,Philipp Kohlschreiber,Marin Cilic,1
706,Andreas Seppi,Sam Querrey,1
707,Gilles Simon,Fabio Fognini,1
708,Stan Wawrinka,Jeremy Chardy,1
709,Rafael Nadal,Philipp Kohlschreiber,1
710,Novak Djokovic,Andreas Seppi,1
711,Rafael Nadal,Fernando Verdasco,1
712,Rafael Nadal,Novak Djokovic,1
713,Roger Federer,Rafael Nadal,1
714,Mischa Zverev,Leonardo Mayer,1
715,John Isner,Mischa Zverev,1
716,Viktor Troicki,John Isner,1
717,Gilles Simon,Viktor Troicki,1
718,Mischa Zverev,Andreas Seppi,1
719,Marin Cilic,Viktor Troicki,1
720,Yen Hsun Lu,Steve Darcis,1
721,Sam Querrey,Gilles Muller,1
722,David Ferrer,Philipp Kohlschreiber,1
723,Sam Querrey,David Ferrer,1
724,Julien Benneteau,Dudi Sela,1
725,Guillermo Garcia Lopez,Mikhail Youzhny,1
726,Guillermo Garcia Lopez,Julien Benneteau,1
727,Marin Cilic,Philipp Kohlschreiber,1
728,Jeremy Chardy,Marin Cilic,1
729,Tomas Berdych,Jeremy Chardy,1
730,Tomas Berdych,Mikhail Youzhny,1
731,Guillermo Garcia Lopez,Yen Hsun Lu,1
732,Kevin Anderson,Fabio Fognini,1
733,Sam Querrey,Jeremy Chardy,1
734,Andy Murray,Andreas Seppi,1
735,Guillermo Garcia Lopez,Gilles Muller,1
736,Feliciano Lopez,Denis Istomin,1
737,Sam Querrey,Kevin Anderson,1
738,Gilles Simon,Grigor Dimitrov,1
739,Ivo Karlovic,Julien Benneteau,1
740,Andy Murray,Guillermo Garcia Lopez,1
741,Steve Darcis,Gael Monfils,1
742,Mikhail Youzhny,Gilles Simon,1
743,Stan Wawrinka,Federico Delbonis,1
744,Guillermo Garcia Lopez,Feliciano Lopez,1
745,Jeremy Chardy,Mikhail Youzhny,1
746,Mischa Zverev,Guillermo Garcia Lopez,1
747,Mischa Zverev,Gilles Simon,1
748,Jeremy Chardy,Mischa Zverev,1
749,Richard Gasquet,Horacio Zeballos,1
750,Roger Federer,Andreas Seppi,1
751,Richard Gasquet,John Isner,1
752,Marin Cilic,Viktor Troicki,1
753,Novak Djokovic,Stan Wawrinka,1
754,Novak Djokovic,Roger Federer,1
755,Stan Wawrinka,John Isner,1
756,Mikhail Youzhny,Gilles Simon,1
757,Mikhail Youzhny,Tomas Berdych,1
758,Gael Monfils,Stan Wawrinka,1
759,Leonardo Mayer,Denis Istomin,1
760,Yen Hsun Lu,Guillermo Garcia Lopez,1
761,Andreas Seppi,Yen Hsun Lu,1
762,Fernando Verdasco,Andreas Seppi,1
763,Fernando Verdasco,Sam Querrey,1
764,Gael Monfils,Guillermo Garcia Lopez,1
765,Marin Cilic,Feliciano Lopez,1
766,Marin Cilic,Philipp Kohlschreiber,1
767,Richard Gasquet,Gilles Simon,1
768,Richard Gasquet,Jeremy Chardy,1
769,Kei Nishikori,Tomas Berdych,1
770,Gael Monfils,Richard Gasquet,1
771,Gael Monfils,Philipp Kohlschreiber,1
772,Andreas Seppi,Philipp Kohlschreiber,1
773,Ivo Karlovic,Pablo Cuevas,1
774,Julien Benneteau,Roger Federer,1
775,Fernando Verdasco,Andreas Seppi,1
776,Gael Monfils,Julien Benneteau,1
777,Marin Cilic,Fernando Verdasco,1
778,Gael Monfils,Marin Cilic,1
779,Novak Djokovic,Rafael Nadal,1
780,Novak Djokovic,Gael Monfils,1
781,Julien Benneteau,Kevin Anderson,1
782,Gilles Simon,Julien Benneteau,1
783,Andreas Seppi,Guillermo Garcia Lopez,1
784,Sam Querrey,Gilles Muller,1
785,Mikhail Youzhny,Jeremy Chardy,1
786,Stan Wawrinka,Andreas Seppi,1
787,David Ferrer,John Isner,1
788,Feliciano Lopez,Sam Querrey,1
789,Tomas Berdych,Mikhail Youzhny,1
790,David Ferrer,Marin Cilic,1
791,Fernando Verdasco,Feliciano Lopez,1
792,Rafael Nadal,Stan Wawrinka,1
793,Andy Murray,Viktor Troicki,1
794,Novak Djokovic,Tomas Berdych,1
795,Andy Murray,Fernando Verdasco,1
796,Novak Djokovic,Roger Federer,1
797,Andy Murray,Novak Djokovic,1
798,Viktor Troicki,Mikhail Youzhny,1
799,Philipp Kohlschreiber,Julien Benneteau,1
800,Viktor Troicki,Tomas Berdych,1
801,John Isner,Gael Monfils,1
802,Stan Wawrinka,Andreas Seppi,1
803,Gilles Simon,Yen Hsun Lu,1
804,Marin Cilic,Steve Darcis,1
805,Stan Wawrinka,Sam Querrey,1
806,David Ferrer,Jeremy Chardy,1
807,Fernando Verdasco,Richard Gasquet,1
808,Roger Federer,Ivo Karlovic,1
809,Novak Djokovic,Stan Wawrinka,1
810,Fernando Verdasco,Philipp Kohlschreiber,1
811,Roger Federer,Fernando Verdasco,1
812,Andy Murray,Roger Federer,1
813,Rafael Nadal,Andy Murray,1
814,Grigor Dimitrov,Tomas Berdych,1
815,Julien Benneteau,Feliciano Lopez,1
816,Gilles Simon,Philipp Kohlschreiber,1
817,Rafael Nadal,Grigor Dimitrov,1
818,Mikhail Youzhny,David Ferrer,1
819,Andy Murray,Andreas Seppi,1
820,Gael Monfils,Julien Benneteau,1
821,Rafael Nadal,Gael Monfils,1
822,Andy Murray,Rafael Nadal,1
823,Fabio Fognini,Tomas Berdych,1
824,David Ferrer,Feliciano Lopez,1
825,Stan Wawrinka,Viktor Troicki,1
826,Fabio Fognini,Marin Cilic,1
827,Fernando Verdasco,Philipp Kohlschreiber,1
828,Roger Federer,Andreas Seppi,1
829,Andy Murray,Fabio Fognini,1
830,Fernando Verdasco,David Ferrer,1
831,Stan Wawrinka,Roger Federer,1
832,Novak Djokovic,Fernando Verdasco,1
833,Rafael Nadal,Andy Murray,1
834,Novak Djokovic,Stan Wawrinka,1
835,Rafael Nadal,Novak Djokovic,1
836,Guillermo Garcia Lopez,Stan Wawrinka,1
837,David Ferrer,Florian Mayer,1
838,Viktor Troicki,Guillermo Garcia Lopez,1
839,Pablo Cuevas,Philipp Kohlschreiber,1
840,Andreas Seppi,Sam Querrey,1
841,Mischa Zverev,Tomas Berdych,1
842,Rafael Nadal,Andreas Seppi,1
843,Stan Wawrinka,Mikhail Youzhny,1
844,Gilles Simon,Fabio Fognini,1
845,Roger Federer,Ivo Karlovic,1
846,Fernando Verdasco,Richard Gasquet,1
847,Mischa Zverev,Gilles Simon,1
848,Rafael Nadal,Fernando Verdasco,1
849,Roger Federer,Mischa Zverev,1
850,Novak Djokovic,Roger Federer,1
851,Rafael Nadal,Novak Djokovic,1
852,John Isner,Tomas Berdych,1
853,John Isner,Denis Istomin,1
854,Jeremy Chardy,Yen Hsun Lu,1
855,Leonardo Mayer,Mischa Zverev,1
856,Fernando Verdasco,Feliciano Lopez,1
857,Mikhail Youzhny,Marin Cilic,1
858,Philipp Kohlschreiber,Tomas Berdych,1
859,David Ferrer,Viktor Troicki,1
860,Andy Murray,Jeremy Chardy,1
861,Fernando Verdasco,Leonardo Mayer,1
862,Mikhail Youzhny,John Isner,1
863,Rafael Nadal,David Ferrer,1
864,Roger Federer,Stan Wawrinka,1
865,Novak Djokovic,Mikhail Youzhny,1
866,David Ferrer,Stan Wawrinka,1
867,Sam Querrey,Yen Hsun Lu,1
868,Guillermo Garcia Lopez,Fernando Verdasco,1
869,Ivo Karlovic,Gael Monfils,1
870,David Ferrer,Marin Cilic,1
871,Guillermo Garcia Lopez,Mikhail Youzhny,1
872,Jeremy Chardy,John Isner,1
873,Rafael Nadal,Andreas Seppi,1
874,Roger Federer,David Ferrer,1
875,Julien Benneteau,Guillermo Garcia Lopez,1
876,Novak Djokovic,Jeremy Chardy,1
877,Andy Murray,Julien Benneteau,1
878,Novak Djokovic,Gilles Simon,1
879,Rafael Nadal,Tomas Berdych,1
880,Roger Federer,Andy Murray,1
881,Novak Djokovic,Rafael Nadal,1
882,Roger Federer,Novak Djokovic,1
883,Sam Querrey,Denis Istomin,1
884,Sam Querrey,Dudi Sela,1
885,Kei Nishikori,Gilles Muller,1
886,Mikhail Youzhny,Viktor Troicki,1
887,Stan Wawrinka,Mikhail Youzhny,1
888,David Ferrer,Mikhail Kukushkin,1
889,Fernando Verdasco,Tomas Berdych,1
890,Rafael Nadal,David Ferrer,1
891,Mikhail Youzhny,Horacio Zeballos,1
892,Pablo Cuevas,Yen Hsun Lu,1
893,Mikhail Kukushkin,Fabio Fognini,1
894,Mikhail Kukushkin,Pablo Cuevas,1
895,Mikhail Youzhny,Mikhail Kukushkin,1
896,Fabio Fognini,Mischa Zverev,1
897,Roger Federer,Andreas Seppi,1
898,Gael Monfils,Rafael Nadal,1
899,Roger Federer,Philipp Kohlschreiber,1
900,Andy Murray,Roger Federer,1
901,Gilles Simon,Fabio Fognini,1
902,Marin Cilic,Julien Benneteau,1
903,David Ferrer,Philipp Kohlschreiber,1
904,Novak Djokovic,Marin Cilic,1
905,Richard Gasquet,Andy Murray,1
906,Novak Djokovic,Gilles Simon,1
907,David Ferrer,Richard Gasquet,1
908,Novak Djokovic,David Ferrer,1
909,Novak Djokovic,Jeremy Chardy,1
910,Mikhail Youzhny,Tomas Berdych,1
911,Gilles Simon,Grigor Dimitrov,1
912,Mikhail Youzhny,Andreas Seppi,1
913,Novak Djokovic,Mischa Zverev,1
914,Gilles Simon,Julien Benneteau,1
915,Guillermo Garcia Lopez,Steve Darcis,1
916,Guillermo Garcia Lopez,Gilles Muller,1
917,Mischa Zverev,Tomas Berdych,1
918,David Ferrer,Dudi Sela,1
919,Guillermo Garcia Lopez,Leonardo Mayer,1
920,Jeremy Chardy,David Ferrer,1
921,Feliciano Lopez,Guillermo Garcia Lopez,1
922,David Ferrer,Richard Gasquet,1
923,Tomas Berdych,Marin Cilic,1
924,Feliciano Lopez,David Ferrer,1
925,Gilles Simon,Viktor Troicki,1
926,Novak Djokovic,Fabio Fognini,1
927,Gilles Simon,Tomas Berdych,1
928,Novak Djokovic,Gilles Simon,1
929,Rafael Nadal,Feliciano Lopez,1
930,Viktor Troicki,Sam Querrey,1
931,Andreas Seppi,Leonardo Mayer,1
932,Novak Djokovic,Viktor Troicki,1
933,Novak Djokovic,Andreas Seppi,1
934,Mikhail Youzhny,Gilles Muller,1
935,Andreas Seppi,Guillermo Garcia Lopez,1
936,Marin Cilic,Dudi Sela,1
937,Philipp Kohlschreiber,Novak Djokovic,1
938,Andy Murray,Marin Cilic,1
939,Roger Federer,Gael Monfils,1
940,Fabio Fognini,Denis Istomin,1
941,Novak Djokovic,Julien Benneteau,1
942,Ivo Karlovic,Lukas Lacko,1
943,Roger Federer,Yen Hsun Lu,1
944,David Ferrer,Fabio Fognini,1
945,Marin Cilic,Sam Querrey,1
946,Ivo Karlovic,Steve Darcis,1
947,Roger Federer,Guillermo Garcia Lopez,1
948,Andy Murray,Viktor Troicki,1
949,Roger Federer,Philipp Kohlschreiber,1
950,Andy Murray,Stan Wawrinka,1
951,Novak Djokovic,Dudi Sela,1
952,Ivo Karlovic,Fernando Verdasco,1
953,Roger Federer,Ivo Karlovic,1
954,Philipp Kohlschreiber,Andreas Seppi,1
955,Gael Monfils,Jeremy Chardy,1
956,Rafael Nadal,Richard Gasquet,1
957,Julien Benneteau,Viktor Troicki,1
958,Tomas Berdych,Horacio Zeballos,1
959,Marin Cilic,Denis Istomin,1
960,Fernando Verdasco,John Isner,1
961,Rafael Nadal,Gael Monfils,1
962,Marin Cilic,Andy Murray,1
963,Novak Djokovic,Fernando Verdasco,1
964,Roger Federer,Novak Djokovic,1
965,Denis Istomin,Mikhail Youzhny,1
966,Horacio Zeballos,Alexandr Dolgopolov,1
967,Andy Murray,Leonardo Mayer,1
968,Gilles Simon,Tomas Berdych,1
969,Mikhail Youzhny,Pablo Cuevas,1
970,Guillermo Garcia Lopez,Gael Monfils,1
971,Mikhail Youzhny,Gilles Simon,1
972,Andy Murray,Fernando Verdasco,1
973,Andy Murray,Mikhail Youzhny,1
974,Fernando Verdasco,Adrian Mannarino,1
975,Philipp Kohlschreiber,Sam Querrey,1
976,Gilles Muller,Feliciano Lopez,1
977,Marin Cilic,Kevin Anderson,1
978,Roger Federer,Andreas Seppi,1
979,Richard Gasquet,Denis Istomin,1
980,Novak Djokovic,Jeremy Chardy,1
981,Marin Cilic,David Ferrer,1
982,Tomas Berdych,Stan Wawrinka,1
983,Gilles Simon,Gael Monfils,1
984,Fernando Verdasco,Andy Murray,1
985,Roger Federer,Tomas Berdych,1
986,Rafael Nadal,Gilles Simon,1
987,Rafael Nadal,Fernando Verdasco,1
988,Rafael Nadal,Roger Federer,1
989,Gael Monfils,Denis Istomin,1
990,Mikhail Youzhny,David Ferrer,1
991,Fernando Verdasco,Richard Gasquet,1
992,Roger Federer,Fernando Verdasco,1
993,Roger Federer,Andy Murray,1
994,Andy Murray,Fernando Verdasco,1
995,Novak Djokovic,Rafael Nadal,1
996,Andreas Seppi,Viktor Troicki,1
997,Guillermo Garcia Lopez,Jeremy Chardy,1
998,Julien Benneteau,Mikhail Youzhny,1
999,Leonardo Mayer,Julien Benneteau,1
1000,Guillermo Garcia Lopez,Yen Hsun Lu,1
1001,Denis Istomin,Sam Querrey,1
1002,Philipp Kohlschreiber,Ivo Karlovic,1
1003,Viktor Troicki,Fabio Fognini,1
1004,Marin Cilic,Julien Benneteau,1
1005,Novak Djokovic,Viktor Troicki,1
1006,Novak Djokovic,Fernando Verdasco,1
1007,Marin Cilic,Rafael Nadal,1
1008,Novak Djokovic,Marin Cilic,1
1009,Gael Monfils,Leonardo Mayer,1
1010,Marin Cilic,Denis Istomin,1
1011,Tomas Berdych,Gilles Simon,1
1012,David Ferrer,Novak Djokovic,1
1013,Rafael Nadal,Novak Djokovic,1
1014,David Ferrer,Viktor Troicki,1
1015,Dudi Sela,Mikhail Youzhny,1
1016,Philipp Kohlschreiber,Fernando Verdasco,1
1017,Tomas Berdych,Marin Cilic,1
1018,Rafael Nadal,Tomas Berdych,1
1019,Fabio Fognini,Lukas Lacko,1
1020,Denis Istomin,Yuichi Sugita,1
1021,Stan Wawrinka,Andreas Seppi,1
1022,Sam Querrey,Gilles Simon,1
1023,Richard Gasquet,Matthew Ebden,1
1024,Lukas Lacko,Yen Hsun Lu,1
1025,Dudi Sela,Denis Istomin,1
1026,Dudi Sela,Lukas Lacko,1
1027,Stan Wawrinka,Dudi Sela,1
1028,Marin Cilic,Stan Wawrinka,1
1029,Ivo Karlovic,Fabio Fognini,1
1030,Steve Darcis,Guillermo Garcia Lopez,1
1031,Rafael Nadal,Steve Darcis,1
1032,Rafael Nadal,Viktor Troicki,1
1033,John Isner,Guillermo Garcia Lopez,1
1034,Richard Gasquet,Feliciano Lopez,1
1035,Julien Benneteau,Dudi Sela,1
1036,Leonardo Mayer,Pablo Cuevas,1
1037,Julien Benneteau,Leonardo Mayer,1
1038,Richard Gasquet,Julien Benneteau,1
1039,Denis Istomin,Jeremy Chardy,1
1040,Mikhail Youzhny,Richard Gasquet,1
1041,Feliciano Lopez,Pablo Cuevas,1
1042,Tomas Berdych,Robin Haase,1
1043,Stan Wawrinka,Guillermo Garcia Lopez,1
1044,Andy Murray,Kevin Anderson,1
1045,John Isner,Andreas Seppi,1
1046,Gael Monfils,Matthew Ebden,1
1047,Philipp Kohlschreiber,Horacio Zeballos,1
1048,Lukas Lacko,Leonardo Mayer,1
1049,Florian Mayer,Viktor Troicki,1
1050,Ivo Karlovic,Julien Benneteau,1
1051,Rafael Nadal,Lukas Lacko,1
1052,Novak Djokovic,Denis Istomin,1
1053,Marin Cilic,Stan Wawrinka,1
1054,John Isner,Gael Monfils,1
1055,Rafael Nadal,Philipp Kohlschreiber,1
1056,Andy Murray,John Isner,1
1057,Rafael Nadal,Ivo Karlovic,1
1058,Andy Murray,Rafael Nadal,1
1059,Andy Murray,Marin Cilic,1
1060,Roger Federer,Andy Murray,1
1061,Feliciano Lopez,Blaz Kavcic,1
1062,Gael Monfils,Yen Hsun Lu,1
1063,Feliciano Lopez,Gael Monfils,1
1064,Mikhail Kukushkin,Mischa Zverev,1
1065,Lukas Lacko,Denis Istomin,1
1066,Viktor Troicki,Mikhail Kukushkin,1
1067,Marin Cilic,Ivo Karlovic,1
1068,Novak Djokovic,Florian Mayer,1
1069,Mikhail Youzhny,Gael Monfils,1
1070,Mikhail Youzhny,Novak Djokovic,1
1071,Denis Istomin,Ryan Harrison,1
1072,Fernando Verdasco,Yen Hsun Lu,1
1073,Philipp Kohlschreiber,Dudi Sela,1
1074,Denis Istomin,Philipp Kohlschreiber,1
1075,Fernando Verdasco,Denis Istomin,1
1076,Gael Monfils,Andreas Seppi,1
1077,Julien Benneteau,Gael Monfils,1
1078,John Isner,Ryan Harrison,1
1079,Jeremy Chardy,Fernando Verdasco,1
1080,Sam Querrey,Leonardo Mayer,1
1081,Lukas Lacko,Jeremy Chardy,1
1082,John Isner,Ivo Karlovic,1
1083,Sam Querrey,John Isner,1
1084,Fernando Verdasco,Fabio Fognini,1
1085,David Ferrer,Pablo Cuevas,1
1086,Leonardo Mayer,Kevin Anderson,1
1087,Leonardo Mayer,Florian Mayer,1
1088,Mikhail Youzhny,Lukas Lacko,1
1089,Novak Djokovic,Guillermo Garcia Lopez,1
1090,Novak Djokovic,Viktor Troicki,1
1091,Novak Djokovic,Mikhail Youzhny,1
1092,David Ferrer,Stan Wawrinka,1
1093,Gael Monfils,Philipp Kohlschreiber,1
1094,Viktor Troicki,John Isner,1
1095,Novak Djokovic,Sam Querrey,1
1096,Novak Djokovic,John Isner,1
1097,Sam Querrey,Viktor Troicki,1
1098,Guillermo Garcia Lopez,Lukas Lacko,1
1099,Andy Murray,Andreas Seppi,1
1100,Viktor Troicki,Pablo Cuevas,1
1101,John Isner,Kevin Anderson,1
1102,Sam Querrey,Jeremy Chardy,1
1103,Guillermo Garcia Lopez,Marin Cilic,1
1104,Tomas Berdych,Fernando Verdasco,1
1105,John Isner,Sam Querrey,1
1106,Novak Djokovic,Philipp Kohlschreiber,1
1107,Tomas Berdych,Viktor Troicki,1
1108,Rafael Nadal,John Isner,1
1109,Rafael Nadal,Tomas Berdych,1
1110,Horacio Zeballos,Andreas Seppi,1
1111,Yen Hsun Lu,Fabio Fognini,1
1112,Horacio Zeballos,Gilles Simon,1
1113,Fernando Verdasco,Dudi Sela,1
1114,Stan Wawrinka,Kevin Anderson,1
1115,Philipp Kohlschreiber,Florian Mayer,1
1116,Jeremy Chardy,Sam Querrey,1
1117,Tomas Berdych,Horacio Zeballos,1
1118,Mikhail Youzhny,Stan Wawrinka,1
1119,David Ferrer,Ivo Karlovic,1
1120,Tomas Berdych,Roger Federer,1
1121,Fernando Verdasco,Marin Cilic,1
1122,Rafael Nadal,David Ferrer,1
1123,Tomas Berdych,Fernando Verdasco,1
1124,Kevin Anderson,Donald Young,1
1125,Blaz Kavcic,Denis Istomin,1
1126,Horacio Zeballos,Dudi Sela,1
1127,Sam Querrey,Blaz Kavcic,1
1128,Tomas Berdych,Feliciano Lopez,1
1129,Julien Benneteau,Alexandr Dolgopolov,1
1130,Tomas Berdych,Richard Gasquet,1
1131,Fernando Verdasco,Julien Benneteau,1
1132,Philipp Kohlschreiber,Andy Murray,1
1133,Novak Djokovic,Stan Wawrinka,1
1134,Fernando Verdasco,Tomas Berdych,1
1135,David Ferrer,Philipp Kohlschreiber,1
1136,Fernando Verdasco,Novak Djokovic,1
1137,Rafael Nadal,David Ferrer,1
1138,Rafael Nadal,Fernando Verdasco,1
1139,Pablo Cuevas,Horacio Zeballos,1
1140,Feliciano Lopez,Alexandr Dolgopolov,1
1141,Fernando Verdasco,Richard Gasquet,1
1142,Feliciano Lopez,Denis Istomin,1
1143,Fernando Verdasco,David Ferrer,1
1144,Julien Benneteau,Sam Querrey,1
1145,Philipp Kohlschreiber,Pablo Cuevas,1
1146,Andreas Seppi,Fabio Fognini,1
1147,John Isner,Horacio Zeballos,1
1148,Feliciano Lopez,Marin Cilic,1
1149,Rafael Nadal,Philipp Kohlschreiber,1
1150,Stan Wawrinka,Tomas Berdych,1
1151,Andy Murray,Andreas Seppi,1
1152,Novak Djokovic,Jeremy Chardy,1
1153,David Ferrer,Andy Murray,1
1154,Fernando Verdasco,Guillermo Garcia Lopez,1
1155,Rafael Nadal,Stan Wawrinka,1
1156,Fernando Verdasco,Novak Djokovic,1
1157,David Ferrer,Fernando Verdasco,1
1158,Rafael Nadal,David Ferrer,1
1159,Kevin Anderson,Mischa Zverev,1
1160,Mikhail Youzhny,Jeremy Chardy,1
1161,Mikhail Youzhny,Marin Cilic,1
1162,Filip Krajinovic,Evgeny Donskoy,1
1163,Ivo Karlovic,Dusan Lajovic,1
1164,Andreas Seppi,Leonardo Mayer,1
1165,Novak Djokovic,Fabio Fognini,1
1166,Filip Krajinovic,Horacio Zeballos,1
1167,Richard Gasquet,Andreas Seppi,1
1168,Filip Krajinovic,Novak Djokovic,1
1169,Stan Wawrinka,Viktor Troicki,1
1170,John Isner,Richard Gasquet,1
1171,Sam Querrey,Filip Krajinovic,1
1172,John Isner,Stan Wawrinka,1
1173,Sam Querrey,John Isner,1
1174,Leonardo Mayer,Julien Benneteau,1
1175,Mikhail Youzhny,Lukas Lacko,1
1176,David Ferrer,Jeremy Chardy,1
1177,Alexandr Dolgopolov,Andreas Seppi,1
1178,Stan Wawrinka,Leonardo Mayer,1
1179,Fernando Verdasco,Ivo Karlovic,1
1180,Rafael Nadal,Alexandr Dolgopolov,1
1181,Roger Federer,Stan Wawrinka,1
1182,David Ferrer,Marin Cilic,1
1183,Gael Monfils,Guillermo Garcia Lopez,1
1184,Rafael Nadal,John Isner,1
1185,David Ferrer,Andy Murray,1
1186,Rafael Nadal,Gael Monfils,1
1187,Roger Federer,David Ferrer,1
1188,Rafael Nadal,Roger Federer,1
1189,Tomas Berdych,John Isner,1
1190,Horacio Zeballos,Filip Krajinovic,1
1191,Philipp Kohlschreiber,Horacio Zeballos,1
1192,Jeremy Chardy,Philipp Kohlschreiber,1
1193,Viktor Troicki,Jeremy Chardy,1
1194,Philipp Kohlschreiber,Viktor Troicki,1
1195,Richard Gasquet,Lukas Lacko,1
1196,Richard Gasquet,Alexandr Dolgopolov,1
1197,Fernando Verdasco,Leonardo Mayer,1
1198,Richard Gasquet,Fernando Verdasco,1
1199,Andy Murray,Richard Gasquet,1
1200,Fabio Fognini,Gael Monfils,1
1201,Leonardo Mayer,Julien Benneteau,1
1202,Mikhail Youzhny,Lukas Lacko,1
1203,Novak Djokovic,Kei Nishikori,1
1204,Philipp Kohlschreiber,Andreas Seppi,1
1205,Rafael Nadal,Horacio Zeballos,1
1206,Stan Wawrinka,Fabio Fognini,1
1207,Marin Cilic,Leonardo Mayer,1
1208,Tomas Berdych,John Isner,1
1209,Mikhail Youzhny,Viktor Troicki,1
1210,Fernando Verdasco,Philipp Kohlschreiber,1
1211,Roger Federer,Stan Wawrinka,1
1212,Tomas Berdych,Andy Murray,1
1213,Tomas Berdych,Mikhail Youzhny,1
1214,Lukas Lacko,Jeremy Chardy,1
1215,Viktor Troicki,Guillermo Garcia Lopez,1
1216,Roger Federer,Philipp Kohlschreiber,1
1217,Richard Gasquet,Kei Nishikori,1
1218,Julien Benneteau,Kevin Anderson,1
1219,Feliciano Lopez,Grigor Dimitrov,1
1220,Dudi Sela,Gilles Muller,1
1221,Novak Djokovic,Paolo Lorenzi,1
1222,Rafael Nadal,Denis Istomin,1
1223,Feliciano Lopez,Julien Benneteau,1
1224,Feliciano Lopez,Rafael Nadal,1
1225,Horacio Zeballos,Lukas Lacko,1
1226,Dudi Sela,Kevin Anderson,1
1227,Julien Benneteau,Dudi Sela,1
1228,Guillermo Garcia Lopez,Fabio Fognini,1
1229,Alexandr Dolgopolov,Yen Hsun Lu,1
1230,Guillermo Garcia Lopez,Julien Benneteau,1
1231,Guillermo Garcia Lopez,Denis Istomin,1
1232,Denis Istomin,Stan Wawrinka,1
1233,Gael Monfils,Leonardo Mayer,1
1234,Florian Mayer,Marin Cilic,1
1235,Yen Hsun Lu,Horacio Zeballos,1
1236,Fabio Fognini,Fernando Verdasco,1
1237,Mikhail Youzhny,Dudi Sela,1
1238,Rafael Nadal,Kei Nishikori,1
1239,Jeremy Chardy,Lukas Lacko,1
1240,Rafael Nadal,Robin Haase,1
1241,Tomas Berdych,Denis Istomin,1
1242,Yen Hsun Lu,Florian Mayer,1
1243,Julien Benneteau,Fabio Fognini,1
1244,Andy Murray,Gilles Simon,1
1245,David Ferrer,Jeremy Chardy,1
1246,Andy Murray,Sam Querrey,1
1247,Tomas Berdych,Roger Federer,1
1248,Novak Djokovic,Yen Hsun Lu,1
1249,Tomas Berdych,Novak Djokovic,1
1250,Rafael Nadal,Andy Murray,1
